name	CAZy	n
Colletotrichum_musicola_LFN0074_protein_longest	GH146	1
Colletotrichum_musicola_LFN0074_protein_longest	GH15	3
Colletotrichum_musicola_LFN0074_protein_longest	GH152	1
Colletotrichum_musicola_LFN0074_protein_longest	GH154	5
Colletotrichum_musicola_LFN0074_protein_longest	GH16_1	4
Colletotrichum_musicola_LFN0074_protein_longest	GH16_10	1
Colletotrichum_musicola_LFN0074_protein_longest	GH16_18	4
Colletotrichum_musicola_LFN0074_protein_longest	GH16_19	3
Colletotrichum_musicola_LFN0074_protein_longest	GH16_20	1
Colletotrichum_musicola_LFN0074_protein_longest	GH16_22	1
Colletotrichum_musicola_LFN0074_protein_longest	GH16_23	1
Colletotrichum_musicola_LFN0074_protein_longest	GH16_3	6
Colletotrichum_musicola_LFN0074_protein_longest	GH16_4	1
Colletotrichum_musicola_LFN0074_protein_longest	GH17	5
Colletotrichum_musicola_LFN0074_protein_longest	GH18	22
Colletotrichum_musicola_LFN0074_protein_longest	GH2	9
Colletotrichum_musicola_LFN0074_protein_longest	GH20	4
Colletotrichum_musicola_LFN0074_protein_longest	GH26	1
Colletotrichum_musicola_LFN0074_protein_longest	GH27	5
Colletotrichum_musicola_LFN0074_protein_longest	GH28	19
Colletotrichum_musicola_LFN0074_protein_longest	GH29	2
Colletotrichum_musicola_LFN0074_protein_longest	GH3	29
Colletotrichum_musicola_LFN0074_protein_longest	GH30_5	1
Colletotrichum_musicola_LFN0074_protein_longest	GH31	7
Colletotrichum_musicola_LFN0074_protein_longest	GH32	1
Colletotrichum_musicola_LFN0074_protein_longest	GH33	1
Colletotrichum_musicola_LFN0074_protein_longest	GH35	7
Colletotrichum_musicola_LFN0074_protein_longest	GH36	2
Colletotrichum_musicola_LFN0074_protein_longest	GH37	3
Colletotrichum_musicola_LFN0074_protein_longest	GH38	2
Colletotrichum_musicola_LFN0074_protein_longest	GH43_1	1
Colletotrichum_musicola_LFN0074_protein_longest	GH43_11	2
Colletotrichum_musicola_LFN0074_protein_longest	GH43_13	4
Colletotrichum_musicola_LFN0074_protein_longest	GH43_14	7
Colletotrichum_musicola_LFN0074_protein_longest	GH43_21	2
Colletotrichum_musicola_LFN0074_protein_longest	GH43_22	1
Colletotrichum_musicola_LFN0074_protein_longest	GH43_24	4
Colletotrichum_musicola_LFN0074_protein_longest	GH43_26	5
Colletotrichum_musicola_LFN0074_protein_longest	GH43_29	2
Colletotrichum_musicola_LFN0074_protein_longest	GH43_30	2
Colletotrichum_musicola_LFN0074_protein_longest	GH43_33	1
Colletotrichum_musicola_LFN0074_protein_longest	GH43_34	1
Colletotrichum_musicola_LFN0074_protein_longest	GH43_36	2
Colletotrichum_musicola_LFN0074_protein_longest	GH43_5	1
Colletotrichum_musicola_LFN0074_protein_longest	GH43_6	1
Colletotrichum_musicola_LFN0074_protein_longest	GH45	1
Colletotrichum_musicola_LFN0074_protein_longest	GH47	13
Colletotrichum_musicola_LFN0074_protein_longest	GH51	3
Colletotrichum_musicola_LFN0074_protein_longest	GH53	3
Colletotrichum_musicola_LFN0074_protein_longest	GH54	1
Colletotrichum_musicola_LFN0074_protein_longest	GH55	16
Colletotrichum_musicola_LFN0074_protein_longest	GH5_11	1
Colletotrichum_musicola_LFN0074_protein_longest	GH5_12	8
Colletotrichum_musicola_LFN0074_protein_longest	GH5_15	1
Colletotrichum_musicola_LFN0074_protein_longest	GH5_16	3
Colletotrichum_musicola_LFN0074_protein_longest	GH5_22	2
Colletotrichum_musicola_LFN0074_protein_longest	GH5_23	1
Colletotrichum_musicola_LFN0074_protein_longest	GH5_24	1
Colletotrichum_musicola_LFN0074_protein_longest	GH5_4	1
Colletotrichum_musicola_LFN0074_protein_longest	GH5_5	4
Colletotrichum_musicola_LFN0074_protein_longest	GH5_7	3
Colletotrichum_musicola_LFN0074_protein_longest	GH5_9	1
Colletotrichum_musicola_LFN0074_protein_longest	GH6	4
Colletotrichum_musicola_LFN0074_protein_longest	GH62	1
Colletotrichum_musicola_LFN0074_protein_longest	GH63	1
Colletotrichum_musicola_LFN0074_protein_longest	GH64	1
Colletotrichum_musicola_LFN0074_protein_longest	GH67	1
Colletotrichum_musicola_LFN0074_protein_longest	GH7	8
Colletotrichum_musicola_LFN0074_protein_longest	GH71	7
Colletotrichum_musicola_LFN0074_protein_longest	GH72	4
Colletotrichum_musicola_LFN0074_protein_longest	GH74	2
Colletotrichum_musicola_LFN0074_protein_longest	GH75	1
Colletotrichum_musicola_LFN0074_protein_longest	GH76	12
Colletotrichum_musicola_LFN0074_protein_longest	GH78	15
Colletotrichum_musicola_LFN0074_protein_longest	GH79	4
Colletotrichum_musicola_LFN0074_protein_longest	GH81	2
Colletotrichum_musicola_LFN0074_protein_longest	GH88	5
Colletotrichum_musicola_LFN0074_protein_longest	GH92	6
Colletotrichum_musicola_LFN0074_protein_longest	GH93	3
Colletotrichum_musicola_LFN0074_protein_longest	GH95	5
Colletotrichum_musicola_LFN0074_protein_longest	GT0	2
Colletotrichum_musicola_LFN0074_protein_longest	GT1	22
Colletotrichum_musicola_LFN0074_protein_longest	GT13	1
Colletotrichum_musicola_LFN0074_protein_longest	GT15	4
Colletotrichum_musicola_LFN0074_protein_longest	GT17	2
Colletotrichum_musicola_LFN0074_protein_longest	GT2	30
Colletotrichum_musicola_LFN0074_protein_longest	GT20	4
Colletotrichum_musicola_LFN0074_protein_longest	GT21	1
Colletotrichum_musicola_LFN0074_protein_longest	GT22	9
Colletotrichum_musicola_LFN0074_protein_longest	GT24	1
Colletotrichum_musicola_LFN0074_protein_longest	GT25	1
Colletotrichum_musicola_LFN0074_protein_longest	GT27	1
Colletotrichum_musicola_LFN0074_protein_longest	GT3	1
Colletotrichum_musicola_LFN0074_protein_longest	GT30	1
Colletotrichum_musicola_LFN0074_protein_longest	GT31	10
Colletotrichum_musicola_LFN0074_protein_longest	GT32	6
Colletotrichum_musicola_LFN0074_protein_longest	GT33	1
Colletotrichum_musicola_LFN0074_protein_longest	GT34	3
Colletotrichum_musicola_LFN0074_protein_longest	GT35	2
Colletotrichum_musicola_LFN0074_protein_longest	GT39	3
Colletotrichum_musicola_LFN0074_protein_longest	GT4	10
Colletotrichum_musicola_LFN0074_protein_longest	GT41	1
Colletotrichum_musicola_LFN0074_protein_longest	GT47	3
Colletotrichum_musicola_LFN0074_protein_longest	GT48	1
Colletotrichum_musicola_LFN0074_protein_longest	GT5	2
Colletotrichum_musicola_LFN0074_protein_longest	GT50	1
Colletotrichum_musicola_LFN0074_protein_longest	GT55	1
Colletotrichum_musicola_LFN0074_protein_longest	GT57	2
Colletotrichum_musicola_LFN0074_protein_longest	GT58	4
Colletotrichum_musicola_LFN0074_protein_longest	GT59	1
Colletotrichum_musicola_LFN0074_protein_longest	GT61	1
Colletotrichum_musicola_LFN0074_protein_longest	GT62	3
Colletotrichum_musicola_LFN0074_protein_longest	GT64	2
Colletotrichum_musicola_LFN0074_protein_longest	GT66	1
Colletotrichum_musicola_LFN0074_protein_longest	GT69	5
Colletotrichum_musicola_LFN0074_protein_longest	GT7	2
Colletotrichum_musicola_LFN0074_protein_longest	GT71	4
Colletotrichum_musicola_LFN0074_protein_longest	GT76	1
Colletotrichum_musicola_LFN0074_protein_longest	GT8	10
Colletotrichum_musicola_LFN0074_protein_longest	GT87	1
Colletotrichum_musicola_LFN0074_protein_longest	GT90	7
Colletotrichum_musicola_LFN0074_protein_longest	GT91	1
Colletotrichum_musicola_LFN0074_protein_longest	PL1	3
Colletotrichum_musicola_LFN0074_protein_longest	PL11_2	1
Colletotrichum_musicola_LFN0074_protein_longest	PL1_10	1
Colletotrichum_musicola_LFN0074_protein_longest	PL1_2	2
Colletotrichum_musicola_LFN0074_protein_longest	PL1_4	9
Colletotrichum_musicola_LFN0074_protein_longest	PL1_7	5
Colletotrichum_musicola_LFN0074_protein_longest	PL26	2
Colletotrichum_musicola_LFN0074_protein_longest	PL27	2
Colletotrichum_musicola_LFN0074_protein_longest	PL3_2	12
Colletotrichum_musicola_LFN0074_protein_longest	PL42	1
Colletotrichum_musicola_LFN0074_protein_longest	PL4_1	3
Colletotrichum_musicola_LFN0074_protein_longest	PL4_3	2
Colletotrichum_musicola_LFN0074_protein_longest	PL4_5	2
Colletotrichum_musicola_LFN0074_protein_longest	PL9_3	4
Colletotrichum_plurivorum_LFN00145_protein_longest	1.1.3.13	1
Colletotrichum_plurivorum_LFN00145_protein_longest	1.1.3.47	1
Colletotrichum_plurivorum_LFN00145_protein_longest	1.1.3.7	1
Colletotrichum_plurivorum_LFN00145_protein_longest	1.14.99.55	1
Colletotrichum_plurivorum_LFN00145_protein_longest	1.14.99.56	1
Colletotrichum_plurivorum_LFN00145_protein_longest	2.4.1.83	1
Colletotrichum_plurivorum_LFN00145_protein_longest	3.1.1.-	1
Colletotrichum_plurivorum_LFN00145_protein_longest	3.2.1.-	2
Colletotrichum_plurivorum_LFN00145_protein_longest	3.2.1.113	1
Colletotrichum_plurivorum_LFN00145_protein_longest	3.2.1.15	1
Colletotrichum_plurivorum_LFN00145_protein_longest	3.2.1.151	1
Colletotrichum_plurivorum_LFN00145_protein_longest	3.2.1.164	1
Colletotrichum_plurivorum_LFN00145_protein_longest	3.2.1.21	3
Colletotrichum_plurivorum_LFN00145_protein_longest	3.2.1.23	1
Colletotrichum_plurivorum_LFN00145_protein_longest	3.2.1.3	1
Colletotrichum_plurivorum_LFN00145_protein_longest	3.2.1.4	3
Colletotrichum_plurivorum_LFN00145_protein_longest	3.2.1.63	1
Colletotrichum_plurivorum_LFN00145_protein_longest	3.2.1.78	4
Colletotrichum_plurivorum_LFN00145_protein_longest	3.2.1.8	2
Colletotrichum_plurivorum_LFN00145_protein_longest	3.2.1.91	2
Colletotrichum_plurivorum_LFN00145_protein_longest	3.5.1.41	1
Colletotrichum_plurivorum_LFN00145_protein_longest	4.2.2.10	3
Colletotrichum_plurivorum_LFN00145_protein_longest	4.2.2.2	2
Colletotrichum_plurivorum_LFN00145_protein_longest	AA0	6
Colletotrichum_plurivorum_LFN00145_protein_longest	AA1	11
Colletotrichum_plurivorum_LFN00145_protein_longest	AA11	1
Colletotrichum_plurivorum_LFN00145_protein_longest	AA12	3
Colletotrichum_plurivorum_LFN00145_protein_longest	AA13	1
Colletotrichum_plurivorum_LFN00145_protein_longest	AA1_2	4
Colletotrichum_plurivorum_LFN00145_protein_longest	AA1_3	8
Colletotrichum_plurivorum_LFN00145_protein_longest	AA2	12
Colletotrichum_plurivorum_LFN00145_protein_longest	AA3	9
Colletotrichum_plurivorum_LFN00145_protein_longest	AA3_1	5
Colletotrichum_plurivorum_LFN00145_protein_longest	AA3_2	37
Colletotrichum_plurivorum_LFN00145_protein_longest	AA3_3	3
Colletotrichum_plurivorum_LFN00145_protein_longest	AA3_4	1
Colletotrichum_plurivorum_LFN00145_protein_longest	AA4	6
Colletotrichum_plurivorum_LFN00145_protein_longest	AA5	1
Colletotrichum_plurivorum_LFN00145_protein_longest	AA5_1	2
Colletotrichum_plurivorum_LFN00145_protein_longest	AA5_2	2
Colletotrichum_plurivorum_LFN00145_protein_longest	AA6	1
Colletotrichum_plurivorum_LFN00145_protein_longest	AA7	11
Colletotrichum_plurivorum_LFN00145_protein_longest	AA8	5
Colletotrichum_plurivorum_LFN00145_protein_longest	AA9	22
Colletotrichum_plurivorum_LFN00145_protein_longest	CBM1	27
Colletotrichum_plurivorum_LFN00145_protein_longest	CBM13	2
Colletotrichum_plurivorum_LFN00145_protein_longest	CBM18	16
Colletotrichum_plurivorum_LFN00145_protein_longest	CBM2	1
Colletotrichum_plurivorum_LFN00145_protein_longest	CBM20	3
Colletotrichum_plurivorum_LFN00145_protein_longest	CBM21	1
Colletotrichum_plurivorum_LFN00145_protein_longest	CBM24	2
Colletotrichum_plurivorum_LFN00145_protein_longest	CBM35	6
Colletotrichum_plurivorum_LFN00145_protein_longest	CBM42	1
Colletotrichum_plurivorum_LFN00145_protein_longest	CBM43	1
Colletotrichum_plurivorum_LFN00145_protein_longest	CBM46	1
Colletotrichum_plurivorum_LFN00145_protein_longest	CBM48	3
Colletotrichum_plurivorum_LFN00145_protein_longest	CBM50	10
Colletotrichum_plurivorum_LFN00145_protein_longest	CBM67	6
Colletotrichum_plurivorum_LFN00145_protein_longest	CE0	5
Colletotrichum_plurivorum_LFN00145_protein_longest	CE1	5
Colletotrichum_plurivorum_LFN00145_protein_longest	CE12	3
Colletotrichum_plurivorum_LFN00145_protein_longest	CE15	2
Colletotrichum_plurivorum_LFN00145_protein_longest	CE16	6
Colletotrichum_plurivorum_LFN00145_protein_longest	CE2	1
Colletotrichum_plurivorum_LFN00145_protein_longest	CE3	3
Colletotrichum_plurivorum_LFN00145_protein_longest	CE4	8
Colletotrichum_plurivorum_LFN00145_protein_longest	CE5	7
Colletotrichum_plurivorum_LFN00145_protein_longest	CE8	16
Colletotrichum_plurivorum_LFN00145_protein_longest	CE9	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH0	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GH1	8
Colletotrichum_plurivorum_LFN00145_protein_longest	GH10	9
Colletotrichum_plurivorum_LFN00145_protein_longest	GH105	6
Colletotrichum_plurivorum_LFN00145_protein_longest	GH106	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH11	3
Colletotrichum_plurivorum_LFN00145_protein_longest	GH114	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH115	3
Colletotrichum_plurivorum_LFN00145_protein_longest	GH12	6
Colletotrichum_plurivorum_LFN00145_protein_longest	GH125	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GH127	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH128	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH13	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH130	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH131	6
Colletotrichum_plurivorum_LFN00145_protein_longest	GH132	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH133	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH135	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH13_1	3
Colletotrichum_plurivorum_LFN00145_protein_longest	GH13_11	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH13_17	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH13_22	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH13_25	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH13_26	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH13_31	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH13_40	3
Colletotrichum_plurivorum_LFN00145_protein_longest	GH13_5	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH13_8	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH142	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH146	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH15	3
Colletotrichum_plurivorum_LFN00145_protein_longest	GH152	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH154	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GH16_1	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GH16_10	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH16_18	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GH16_19	3
Colletotrichum_plurivorum_LFN00145_protein_longest	GH16_20	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH16_22	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH16_23	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH16_3	7
Colletotrichum_plurivorum_LFN00145_protein_longest	GH16_4	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH17	5
Colletotrichum_plurivorum_LFN00145_protein_longest	GH18	19
Colletotrichum_plurivorum_LFN00145_protein_longest	GH2	9
Colletotrichum_plurivorum_LFN00145_protein_longest	GH20	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GH26	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH27	5
Colletotrichum_plurivorum_LFN00145_protein_longest	GH28	18
Colletotrichum_plurivorum_LFN00145_protein_longest	GH29	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH3	26
Colletotrichum_plurivorum_LFN00145_protein_longest	GH30_5	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH31	7
Colletotrichum_plurivorum_LFN00145_protein_longest	GH32	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH33	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH35	6
Colletotrichum_plurivorum_LFN00145_protein_longest	GH36	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH37	3
Colletotrichum_plurivorum_LFN00145_protein_longest	GH38	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH43_1	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH43_11	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH43_13	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GH43_14	6
Colletotrichum_plurivorum_LFN00145_protein_longest	GH43_21	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH43_22	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH43_24	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GH43_26	5
Colletotrichum_plurivorum_LFN00145_protein_longest	GH43_29	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH43_30	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH43_33	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH43_34	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH43_36	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH43_5	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH43_6	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH45	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH47	13
Colletotrichum_plurivorum_LFN00145_protein_longest	GH51	5
Colletotrichum_plurivorum_LFN00145_protein_longest	GH53	3
Colletotrichum_plurivorum_LFN00145_protein_longest	GH54	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH55	13
Colletotrichum_plurivorum_LFN00145_protein_longest	GH5_11	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH5_12	8
Colletotrichum_plurivorum_LFN00145_protein_longest	GH5_15	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH5_16	3
Colletotrichum_plurivorum_LFN00145_protein_longest	GH5_22	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH5_23	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH5_24	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH5_4	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH5_5	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GH5_7	3
Colletotrichum_plurivorum_LFN00145_protein_longest	GH5_9	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH6	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GH62	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH63	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH67	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH7	8
Colletotrichum_plurivorum_LFN00145_protein_longest	GH71	5
Colletotrichum_plurivorum_LFN00145_protein_longest	GH72	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GH74	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH75	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GH76	12
Colletotrichum_plurivorum_LFN00145_protein_longest	GH78	15
Colletotrichum_plurivorum_LFN00145_protein_longest	GH79	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GH81	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GH88	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GH92	6
Colletotrichum_plurivorum_LFN00145_protein_longest	GH93	3
Colletotrichum_plurivorum_LFN00145_protein_longest	GH95	5
Colletotrichum_plurivorum_LFN00145_protein_longest	GT0	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GT1	23
Colletotrichum_plurivorum_LFN00145_protein_longest	GT13	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT15	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GT17	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GT2	30
Colletotrichum_plurivorum_LFN00145_protein_longest	GT20	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GT21	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT22	9
Colletotrichum_plurivorum_LFN00145_protein_longest	GT24	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT25	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT27	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT3	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT30	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT31	9
Colletotrichum_plurivorum_LFN00145_protein_longest	GT32	5
Colletotrichum_plurivorum_LFN00145_protein_longest	GT33	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT34	3
Colletotrichum_plurivorum_LFN00145_protein_longest	GT35	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GT39	3
Colletotrichum_plurivorum_LFN00145_protein_longest	GT4	10
Colletotrichum_plurivorum_LFN00145_protein_longest	GT41	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT47	3
Colletotrichum_plurivorum_LFN00145_protein_longest	GT48	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT5	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GT50	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT55	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT57	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GT58	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GT59	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT61	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT62	3
Colletotrichum_plurivorum_LFN00145_protein_longest	GT64	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GT66	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT69	5
Colletotrichum_plurivorum_LFN00145_protein_longest	GT7	2
Colletotrichum_plurivorum_LFN00145_protein_longest	GT71	4
Colletotrichum_plurivorum_LFN00145_protein_longest	GT76	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT8	10
Colletotrichum_plurivorum_LFN00145_protein_longest	GT87	1
Colletotrichum_plurivorum_LFN00145_protein_longest	GT90	7
Colletotrichum_plurivorum_LFN00145_protein_longest	GT91	1
Colletotrichum_plurivorum_LFN00145_protein_longest	PL1	3
Colletotrichum_plurivorum_LFN00145_protein_longest	PL11_2	1
Colletotrichum_plurivorum_LFN00145_protein_longest	PL1_10	1
Colletotrichum_plurivorum_LFN00145_protein_longest	PL1_2	2
Colletotrichum_plurivorum_LFN00145_protein_longest	PL1_4	9
Colletotrichum_plurivorum_LFN00145_protein_longest	PL1_7	5
Colletotrichum_plurivorum_LFN00145_protein_longest	PL26	2
Colletotrichum_plurivorum_LFN00145_protein_longest	PL27	2
Colletotrichum_plurivorum_LFN00145_protein_longest	PL3_2	12
Colletotrichum_plurivorum_LFN00145_protein_longest	PL42	1
Colletotrichum_plurivorum_LFN00145_protein_longest	PL4_1	3
Colletotrichum_plurivorum_LFN00145_protein_longest	PL4_3	2
Colletotrichum_plurivorum_LFN00145_protein_longest	PL4_5	2
Colletotrichum_plurivorum_LFN00145_protein_longest	PL9_3	4
Colletotrichum_sojae_LFN0009_protein_longest	1.1.3.13	1
Colletotrichum_sojae_LFN0009_protein_longest	1.1.3.47	1
Colletotrichum_sojae_LFN0009_protein_longest	1.1.3.7	1
Colletotrichum_sojae_LFN0009_protein_longest	1.14.99.55	1
Colletotrichum_sojae_LFN0009_protein_longest	1.14.99.56	1
Colletotrichum_sojae_LFN0009_protein_longest	2.4.1.83	1
Colletotrichum_sojae_LFN0009_protein_longest	3.1.1.-	1
Colletotrichum_sojae_LFN0009_protein_longest	3.2.1.-	2
Colletotrichum_sojae_LFN0009_protein_longest	3.2.1.113	1
Colletotrichum_sojae_LFN0009_protein_longest	3.2.1.15	1
Colletotrichum_sojae_LFN0009_protein_longest	3.2.1.151	2
Colletotrichum_sojae_LFN0009_protein_longest	3.2.1.164	1
Colletotrichum_sojae_LFN0009_protein_longest	3.2.1.21	3
Colletotrichum_sojae_LFN0009_protein_longest	3.2.1.22	1
Colletotrichum_sojae_LFN0009_protein_longest	3.2.1.23	1
Colletotrichum_sojae_LFN0009_protein_longest	3.2.1.3	1
Colletotrichum_sojae_LFN0009_protein_longest	3.2.1.4	2
Colletotrichum_sojae_LFN0009_protein_longest	3.2.1.63	1
Colletotrichum_sojae_LFN0009_protein_longest	3.2.1.78	4
Colletotrichum_sojae_LFN0009_protein_longest	3.2.1.8	2
Colletotrichum_sojae_LFN0009_protein_longest	3.2.1.91	2
Colletotrichum_sojae_LFN0009_protein_longest	3.5.1.41	1
Colletotrichum_sojae_LFN0009_protein_longest	4.2.2.10	3
Colletotrichum_sojae_LFN0009_protein_longest	4.2.2.2	2
Colletotrichum_sojae_LFN0009_protein_longest	AA0	6
Colletotrichum_sojae_LFN0009_protein_longest	AA1	11
Colletotrichum_sojae_LFN0009_protein_longest	AA11	1
Colletotrichum_sojae_LFN0009_protein_longest	AA12	3
Colletotrichum_sojae_LFN0009_protein_longest	AA13	1
Colletotrichum_sojae_LFN0009_protein_longest	AA1_2	4
Colletotrichum_sojae_LFN0009_protein_longest	AA1_3	8
Colletotrichum_sojae_LFN0009_protein_longest	AA2	12
Colletotrichum_sojae_LFN0009_protein_longest	AA3	10
Colletotrichum_sojae_LFN0009_protein_longest	AA3_1	5
Colletotrichum_sojae_LFN0009_protein_longest	AA3_2	37
Colletotrichum_sojae_LFN0009_protein_longest	AA3_3	3
Colletotrichum_sojae_LFN0009_protein_longest	AA4	6
Colletotrichum_sojae_LFN0009_protein_longest	AA5	1
Colletotrichum_sojae_LFN0009_protein_longest	AA5_1	2
Colletotrichum_sojae_LFN0009_protein_longest	AA5_2	2
Colletotrichum_sojae_LFN0009_protein_longest	AA6	1
Colletotrichum_sojae_LFN0009_protein_longest	AA7	11
Colletotrichum_sojae_LFN0009_protein_longest	AA8	5
Colletotrichum_sojae_LFN0009_protein_longest	AA9	19
Colletotrichum_sojae_LFN0009_protein_longest	CBM1	28
Colletotrichum_sojae_LFN0009_protein_longest	CBM13	3
Colletotrichum_sojae_LFN0009_protein_longest	CBM18	18
Colletotrichum_sojae_LFN0009_protein_longest	CBM20	3
Colletotrichum_sojae_LFN0009_protein_longest	CBM21	1
Colletotrichum_sojae_LFN0009_protein_longest	CBM24	3
Colletotrichum_sojae_LFN0009_protein_longest	CBM35	5
Colletotrichum_sojae_LFN0009_protein_longest	CBM42	1
Colletotrichum_sojae_LFN0009_protein_longest	CBM43	1
Colletotrichum_sojae_LFN0009_protein_longest	CBM48	3
Colletotrichum_sojae_LFN0009_protein_longest	CBM50	12
Colletotrichum_sojae_LFN0009_protein_longest	CBM67	6
Colletotrichum_sojae_LFN0009_protein_longest	CE0	7
Colletotrichum_sojae_LFN0009_protein_longest	CE1	6
Colletotrichum_sojae_LFN0009_protein_longest	CE12	3
Colletotrichum_sojae_LFN0009_protein_longest	CE15	2
Colletotrichum_sojae_LFN0009_protein_longest	CE16	5
Colletotrichum_sojae_LFN0009_protein_longest	CE2	1
Colletotrichum_sojae_LFN0009_protein_longest	CE3	5
Colletotrichum_sojae_LFN0009_protein_longest	CE4	8
Colletotrichum_sojae_LFN0009_protein_longest	CE5	6
Colletotrichum_sojae_LFN0009_protein_longest	CE8	16
